 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.26315789e+00 0.00000000e+00 1.05263158e+02
 1.05263158e+01 0.00000000e+00 2.10526316e+02
 1.57894737e+01 0.00000000e+00 3.15789474e+02
 2.10526316e+01 0.00000000e+00 4.21052632e+02
 2.63157895e+01 0.00000000e+00 5.26315789e+02
 3.15789474e+01 0.00000000e+00 6.31578947e+02
 3.68421053e+01 0.00000000e+00 7.36842105e+02
 4.21052632e+01 0.00000000e+00 8.42105263e+02
 4.73684211e+01 0.00000000e+00 9.47368421e+02
 5.26315789e+01 0.00000000e+00 1.05263158e+03
 5.78947368e+01 0.00000000e+00 1.15789474e+03
 6.31578947e+01 0.00000000e+00 1.26315789e+03
 6.84210526e+01 0.00000000e+00 1.36842105e+03
 7.36842105e+01 0.00000000e+00 1.47368421e+03
 7.89473684e+01 0.00000000e+00 1.57894737e+03
 8.42105263e+01 0.00000000e+00 1.68421053e+03
 8.94736842e+01 0.00000000e+00 1.78947368e+03
 9.47368421e+01 0.00000000e+00 1.89473684e+03
 1.00000000e+02 0.00000000e+00 2.00000000e+03
 0.00000000e+00 1.11111111e+01 1.11111111e+01
 5.26315789e+00 1.11111111e+01 1.16374269e+02
 1.05263158e+01 1.11111111e+01 2.21637427e+02
 1.57894737e+01 1.11111111e+01 3.26900585e+02
 2.10526316e+01 1.11111111e+01 4.32163743e+02
 2.63157895e+01 1.11111111e+01 5.37426901e+02
 3.15789474e+01 1.11111111e+01 6.42690058e+02
 3.68421053e+01 1.11111111e+01 7.47953216e+02
 4.21052632e+01 1.11111111e+01 8.53216374e+02
 4.73684211e+01 1.11111111e+01 9.58479532e+02
 5.26315789e+01 1.11111111e+01 1.06374269e+03
 5.78947368e+01 1.11111111e+01 1.16900585e+03
 6.31578947e+01 1.11111111e+01 1.27426901e+03
 6.84210526e+01 1.11111111e+01 1.37953216e+03
 7.36842105e+01 1.11111111e+01 1.48479532e+03
 7.89473684e+01 1.11111111e+01 1.59005848e+03
 8.42105263e+01 1.11111111e+01 1.69532164e+03
 8.94736842e+01 1.11111111e+01 1.80058480e+03
 9.47368421e+01 1.11111111e+01 1.90584795e+03
 1.00000000e+02 1.11111111e+01 2.01111111e+03
 0.00000000e+00 2.22222222e+01 2.22222222e+01
 5.26315789e+00 2.22222222e+01 1.27485380e+02
 1.05263158e+01 2.22222222e+01 2.32748538e+02
 1.57894737e+01 2.22222222e+01 3.38011696e+02
 2.10526316e+01 2.22222222e+01 4.43274854e+02
 2.63157895e+01 2.22222222e+01 5.48538012e+02
